property_id,listing_price,beds,baths,address,latitude,longitude,detail_url,uprn,property_name,description,tenure,floor_size,listing_update_date,postcode,estimate_price,estimate_low,estimate_high,estimate_url,price_delta,school_commute_seconds,school_commute_text,school_distance_km,office_commute_seconds,office_commute_text,office_distance_km
72587548,849950,3,2,"10 Bonner Hill Road, Kingston Upon Thames KT1",51.407845,-0.293109,https://www.zoopla.co.uk/for-sale/details/72587548/,100023057256,3 bed detached house for sale,"A stunning three bedroom detached Period Home in the heart of Kingston. The property is beautifully presented, has a large kitchen to the rear, three good sized rooms and off street parking. The property is being sold chain free. Bonner Hill Road is a popular residential road ideally located for Fairfield Park, the River Thames and Richmond Park's Kingston Gate, which offers over 2,500 acres of Royal parkland to enjoy. Access to both Richmond and Kingston centres are incredibly convenient and there are a selection of outstanding local schools. Tenure: Freehold Council Tax Band: E Information contained within this listing is for guidance only and should be checked and confirmed (prior to proceeding).",freehold,,2026-03-05,KT1 3EP,883000.0,838000.0,927000.0,https://www.zoopla.co.uk/property/uprn/100023057256/,-33050.0,577,10 mins,0.69,4270,1 hour 11 mins,23.03
72583704,950000,3,2,"10 Orme Road, Kingston Upon Thames KT1",51.410278,-0.279713,https://www.zoopla.co.uk/for-sale/details/72583704/,100021765098,3 bed semi-detached house for sale,"This stunning, newly renovated three-bedroom semi-detached house presents an exceptional opportunity for families and individuals alike. The property has been beautifully extended on the ground floor, creating a spacious and inviting living environment. This exquisite home provides generous accommodation in excess of 1800sqft (including outbuilding). The ground floor offers a lovely front reception room with bay window, downstairs shower room, storage to the front and the real hub of the house, an incredible open plan kitchen / dining / living room measuring an amazing 26ft x 35ft. This versatile space has been recently completed in 2026, so everything is brand new. There is a high end kitchen, excellent island â perfect for entertaining guests and tall glass sliding doors which lead out on the garden. The newly landscaped Southerly aspect rear garden measures an impressive 48ft x 30ft complete with superb 220sqft outbuilding. This versatile space can serve various purposes, whether as a home office, studio, gym or additional storage. Upstairs the house boasts two spacious double bedrooms, a luxurious bathroom and an additional bedroom. There is enormous scope to expand further into the loft, subject to necessary consents (stnc), offering a buyer exciting possibilities for further expansion, allowing you to tailor the home to your specific needs. Additionally there is off street parking for two cars and an electric charging point to the front. In summary, this beautifully extended semi-detached house on Orme Road offers a perfect blend of comfort, space, and potential in a sought-after location. Internal viewings are highly recommended! Orme Road is a popular residential street conveniently located for Kingston town centre. Richmond Park with its many acres of open space and the Thames with its pleasant riverside walks are close by, the property is easily accessible to Norbiton Village with its select range of local shops and moments from Norbiton station offering a direct service into Waterloo. The A3 which serves both London and the M25 is easily accessible by car; the standard of schooling in the immediate area is excellent within both the private and state sectors",freehold,,2026-03-05,KT1 3SA,923000.0,830000.0,1020000.0,https://www.zoopla.co.uk/property/uprn/100021765098/,27000.0,741,12 mins,2.21,3865,1 hour 4 mins,22.58
72572184,1499950,4,2,"14 Warwick Road, Hampton Wick, Kingston Upon Thames KT1",51.41603,-0.314294,https://www.zoopla.co.uk/for-sale/details/72572184/,100021782496,4 bed terraced house for sale,"An ornate and stunningly renovated Victorian house in a friendly cul-de-sac. Extended to offer four doubles, abundant living space, contemporary bathrooms &amp; amazing kitchen-family room over 1750sq ft internal space. Original &amp; enhanced character features abound. No onward chain. This stunning Victorian property is really special with its ornate terracotta front faÃ§ade with hand-carved brickwork. It has been renovated beautifully throughout, thoughtfully designed with premium materials, beautiful interiors with master builders paying close attention to the original features and enhancements to those features. It has been extended to offer a contemporary living space with underfloor heating throughout, on the ground floor . As one enters the property, the original ground tiles will be noted as will the beautiful original front door with brass letter plate and period detailing and the entrance Hall finished with elegant marble from Mandarin Stone. The front double living room provides 22ft of space with Pooky feature lighting, a grand front window bay, 3-meter high ceilings and cornicing plus the original fireplace refurbished. This opens on to a contemporary kitchen-family room with Corston brassware switches and sockets, solid timber âShaker-styleâ units with pantry-style double cupboard and marble finish Quartz worktops. Frameless sliding doors create a seamless indoorâoutdoor flow on to a south-facing landscaped garden. The kitchen further includes a 3-metre island with Caple wine fridge and all premium integrated appliances - eye-level self-cleaning Neff oven, Neff combi microwave oven, Bosch fridge/freezer and 5-ring induction hob with Faber induction extractor fan. A separate utility is further ready fitted with a Bosch washing machine and tumble dryer with storage space. Separately, off the hallway there is a ground floor WC. An attractive new staircase to the first floor offers the living space over the first &amp; second floors with four double bedrooms in total â three bedrooms with fitted wardrobes. There is a first floor four-piece family bathroom with polished nickel taps and shower fittings from Lusso Stone. The top floor offers a wonderful master suite with a 20ft bedroom plus eaves storage, a separate walk-in wardrobe with fitted wardrobe plus space for dressing table. This leads to a bright and spacious wetroom with a large, screened shower with Perla Beige marble flooring and vanity sink. This amazing new property is offered to the market with no onward chain and is perfectly suited to bright young families as is the demand. It is in catchment for ofsted âoutstandingâ schools nearby. It is also within a quarter mile (220m) from Hampton Wick train station with up to 8 services per hour direct to Waterloo, Kingston &amp; Richmond. Also, Kingston is within an easy half a mile. EPC rated",freehold,,2026-03-04,KT1 4DW,869000.0,826000.0,912000.0,https://www.zoopla.co.uk/property/uprn/100021782496/,630950.0,695,12 mins,2.14,3991,1 hour 7 mins,24.25
72566289,1200000,3,2,"5 Liverpool Road, Kingston Upon Thames KT2",51.42008,-0.285821,https://www.zoopla.co.uk/for-sale/details/72566289/,100021763783,3 bed semi-detached house for sale,"The ground floor features a welcoming entrance hallway leading to a generously proportioned reception room with a characterful bay window and fireplace, perfect for relaxing. The dining room, with original features and views through to the garden, connects seamlessly to a sun room offering additional living space with direct access to the mature rear garden ideal for those who love the outdoors and is situated just beyond Richmond Park - a haven for nature lovers and families. The kitchen complete with ample worktop space and cabinetry opens up onto the dining area perfect for entertaining and hosting guests. Upstairs, the property offers three well-proportioned bedrooms. The main bedroom features a bay window and generous floor space, while bedrooms two and three offer flexible accommodation ideal for children, guests, or a home office. A spacious family bathroom and a separate WC complete the first floor. Additional benefits include a garage (accessed via a rear service road) and off street parking for added convenience. Situation Liverpool Road offers a prime location with easy access to Kingston town centre, where you'll find a variety of shops, restaurants, and transport links. Norbiton station (London travel zone 5) is just half a mile away, providing regular trains to London Waterloo. The Kingston Gate entrance to Richmond Park is a short 0.4-mile walk, while Canbury Gardens and the River Thames are just over a mile from the property. North Kingston is also well-known for its excellent schools, making it a highly sought-after area for families. Property Ref Number: Ham-5988",freehold,1557,2026-03-03,KT2 7SX,1120000.0,1070000.0,1180000.0,https://www.zoopla.co.uk/property/uprn/100021763783/,80000.0,820,14 mins,1.78,4123,1 hour 9 mins,22.89
72561558,1100000,4,3,"96 Norbiton Avenue, Kingston Upon Thames KT1",51.409942,-0.285208,https://www.zoopla.co.uk/for-sale/details/72561558/,100021764940,4 bed semi-detached house for sale,"Gibson Lane proudly present to the market a charming Semi-Detached family home offering period features throughout, located just a short walk from Norbiton station. Presented over three floors this fantastic house offers ample living space for families with children of all ages and very accessible to outstanding rated local schools. The ground floor provides two through reception rooms, separate fully fitted kitchen and w/c toilet. On the first floor you are presented with the principle bedroom which has an en-suite bathroom &amp; dressing area, two additional bedrooms and a family bathroom. Having been loft converted the house benefits from another master bedroom &amp; en-suite shower room along with ample eaves storage. External there is off-street parking for two cars, huge garage ideal for external storage, over 100ft South West facing rear garden and short walk to Kingston Town Centre &amp; Norbiton Station which commutes in Waterloo. Norbiton Avenue is a sought after residential street conveniently located moments from Norbiton Village with its select range of shops and rail station giving direct access into Waterloo. The A3 which serves both London and the M25 is easily accessible by car. The standard of schooling in the immediate area is excellent within both the private and state sector. The area has an extensive range of leisure facilities including golf courses, tennis clubs, riding schools and private and public health clubs",freehold,1672 sqft,2026-03-03,KT1 3QP,1180000.0,1120000.0,1230000.0,https://www.zoopla.co.uk/property/uprn/100021764940/,-80000.0,724,12 mins,1.26,3649,1 hour 1 min,22.3
72559067,800000,4,2,"42 Blenheim Gardens, Kingston Upon Thames KT2",51.417094,-0.280986,https://www.zoopla.co.uk/for-sale/details/72559067/,100021754766,4 bed end terrace house for sale,"A fantastic opportunity to acquire this four-bedroom end-of-terrace townhouse, offered to the market with no onward chain, located within the sought-after Blenheim Gardens development, conveniently positioned close to Norbiton train station and Richmond Park. The property is currently configured as a four-bedroom home, with flexible accommodation arranged over three floors. Partition walls are in place, offering scope to reconfigure the layout to suit a familyâs requirements or to maximise rental potential. The ground floor comprises an entrance hallway with a downstairs WC immediately to the left upon entry. The hallway provides access to the integral garage and leads through to the kitchen and separate dining room, both positioned at the rear of the property overlooking the garden. On the first floor, there is a spacious double bedroom and a generous reception room with a bathroom located off it, offering versatile living arrangements depending on requirements. The second floor features one large double bedroom and two further smaller double bedrooms, currently divided by partition walls, providing flexible bedroom space. Further benefits include gas central heating, off-street parking, and ample storage throughout. As the property is currently tenanted, the property benefits from a valid eicr and previous Gas Safety certification. While some updating is required, this home presents excellent potential for both investors and owner-occupiers alike. Offered with no onward chain. Early viewing is highly recommended",freehold,,2026-03-03,KT2 7BW,904000.0,813000.0,994000.0,https://www.zoopla.co.uk/property/uprn/100021754766/,-104000.0,757,13 mins,1.79,3976,1 hour 6 mins,22.77
70571300,768000,5,3,"Livesey Close, Kingston Upon Thames KT1",51.40704,-0.295036,https://www.zoopla.co.uk/for-sale/details/70571300/,,5 bed town house for sale,"London Homes are pleased to present this exquisite five-bedroom townhouse, spanning three floors, complete with an integrated garage, garden, and driveway. The ground floor welcomes you with a spacious kitchen/dining room, featuring sliding doors that open into a charming conservatory, perfectly positioned to soak up the sunny west-facing aspect of the 32 ft. Rear garden. The townhouse also includes a convenient cloakroom and direct access to the integrated garage. Ascend to the first floor, where you'll find a generous reception room, two well-appointed bedrooms, and a contemporary shower room. The second floor comprises with a further family bathroom and three additional bedrooms. The main bedroom boasts built-in wardrobes and a luxurious en-suite shower room. At the front of the property, a private driveway provides ample off-street parking for up-to 2 cars, enhancing the convenience of this exceptional home. Livesey Close is located just off Villiers Road and is situated for convenient access into Kingston town centre with an array of shops, restaurants and transport links. Kingston station is only 0.8 miles away with a frequent service to London Waterloo, making the area popular with commuters. Kingston is also renowned for excellent schools making this an ideal family location. This property is ideal for family. Video viewing and physical viewing are available upon request. Property video: Click the ""Virtual Tour"" link below Pictures shown are for illustration purposes only. These particulars are for guidance purposes only and do not form part of an offer or contract",freehold,1559,2026-02-26,KT1 3GD,,,,,,745,12 mins,0.91,4908,1 hour 22 mins,23.16
72526158,760000,3,1,"17 The Farthings, Kingston Upon Thames KT2",51.416,-0.285632,https://www.zoopla.co.uk/for-sale/details/72526158/,100021768493,3 bed terraced house for sale,"This modern house offers a perfect blend of comfort and convenience. Spanning nearly 1,000 square feet, the property features three well-proportioned bedrooms, making it an ideal home for families, professionals, or those looking to downsize without compromising on space or quality. The house boasts a contemporary design, meeting the needs of modern living. The ground floor provides a modern fitted kitchen to the front, a downstairs WC, and a large open living/dining room providing a warm and welcoming atmosphere, perfect for both relaxation and entertaining guests. Glass double doors lead out onto a delightfully presented enclosed patio. Upstairs offers three good bedrooms, all with built-in cupboard space, plus a family bathroom. The loft provides ample storage space with easy access, and there is also a separate garage. Situated within a sought-after private residential development, the property enjoys a secure and well-maintained setting. Conveniently close to Norbiton Station, commuting to central London and beyond is effortless, while Kingston Town Centre is within walking distance, offering an excellent range of restaurants, shops, and amenities. With its combination of modern interiors, spacious living areas, and a charming private patio, this is a home not to be missed! The Farthings is a sought after North Kingston address conveniently positioned between Richmond Park and the River Thames. The property is ideally situated for both Norbiton and Kingston stations giving direct access into Waterloo. The A3 which serves both London &amp; the M25 is easily accessible by car. Kingston town centre with its array of shops, restaurants and bars is a short distance away. The standard of schooling in the immediate area is excellent within both the private and state sectors",freehold,910,2026-02-26,KT2 7PT,765000.0,727000.0,804000.0,https://www.zoopla.co.uk/property/uprn/100021768493/,-5000.0,574,10 mins,1.48,3787,1 hour 3 mins,22.47
72531337,1000000,3,2,"35 Windsor Road, Kingston Upon Thames KT2",51.418949,-0.300189,https://www.zoopla.co.uk/for-sale/details/72531337/,100021770199,3 bed semi-detached house for sale,"This exquisite Victorian semi-detached house offers an exceptional standard of living throughout. Each floor has been thoughtfully designed to the highest of specifications, maximising space and light. Situated on an extremely sought after secondary river road in North Kingston, this amazing home provides wonderful accommodation perfect for modern living. The ground floor provides a front reception room which retains its generous Victorian proportions and character, with bay window and original feature fireplace. The real heart of the home, a magnificent open plan kitchen/ dining/ living room, featuring polished concrete floors complete with underfloor heating, top of the range Siemens appliances, instant boiling water tap, log burning fire place by Contura, Crittall doors, exposed brick wall and excellent glass windows and roof allowing an abundance of natural light. This amazing impressive space creates a seamless flow for entertaining and everyday living. The first floor contains two excellent double bedrooms, both complete with built in wardrobes, bespoke shutters and a luxurious bathroom with a rainfall shower. The top floor is dedicated to the principle suite, a wonderful double bedroom with built in wardrobes and top of the range finishes, plus a magnificent bathroom with separate roll top bath and rainfall shower. Externally, there is an immaculately landscaped private rear garden with integrated lighting, a tranquil oasis ideal for relaxation or hosting gatherings with friends and family. To the front there is additional bespoke storage for bikes and bins. This lavish home is a true gem, with this secondary river road location providing a peaceful atmosphere, moments from the River Thames while still being very conveniently placed for local amenities, schools and transport links. Combining modern elegance with practical living spaces, makes this house a must-see for anyone looking to purchase in this desirable area. Windsor Road is one of the sought after North Kingston secondary river roads. The property is conveniently positioned for Kingston station giving direct access into Waterloo and the A3 which serves both London &amp; the M25. Kingston town centre with its array of shops, restaurants and bars is a short distance away. The standard of schooling in the immediate area is excellent within both the private and state sectors",freehold,,2026-02-26,KT2 5EY,973000.0,924000.0,1020000.0,https://www.zoopla.co.uk/property/uprn/100021770199/,27000.0,419,7 mins,1.14,4144,1 hour 9 mins,24.02
72531635,969950,3,3,"94 Broom Park, Teddington TW11",51.419559,-0.309011,https://www.zoopla.co.uk/for-sale/details/72531635/,100022320554,3 bed terraced house for sale,"Offered with no onward chain, this spacious townhouse is tucked away in a quiet riverside development. Benefiting from three bedrooms, a large reception on the first floor which could be bedroom four, a garage with off street parking and access to beautiful communal gardens. Broom Park is a highly sought after spot adjacent to the river Thames. You're within walking distance to both Teddington High Street and Kingston town centre as well as catchment for some top schools. It offers a bit of peace and quiet, while still keeping you connected. Tenure: Freehold Lease Years Remaining: 944 Service Charge: Â£400 (Yearly) Annual Ground Rent: Â£5 Council Tax Band: F Information contained within this listing is for guidance only and should be checked and confirmed (prior to proceeding).",freehold,,2026-02-26,TW11 9RR,977000.0,928000.0,1030000.0,https://www.zoopla.co.uk/property/uprn/100022320554/,-7050.0,1201,20 mins,2.99,4531,1 hour 16 mins,24.92
72533087,600000,3,1,"50 Lower Marsh Lane, Kingston Upon Thames KT1",51.401208,-0.290897,https://www.zoopla.co.uk/for-sale/details/72533087/,100021764361,3 bed end terrace house for sale,"Charming 3-Bedroom End-of-Terrace Home in the Heart of Kingston upon Thames A bright and spacious three-bedroom end-of-terrace house superbly located in one of Kingston upon Thamesâ most convenient and well-connected residential areas. Offering generous living accommodation, excellent outside space and strong transport links, this property is ideal for families, commuters and anyone seeking the perfect balance of town-centre living and suburban comfort. Key Features Ground Floor Kitchen: A functional and welcoming kitchen providing plenty of space for cooking and everyday meal preparation. Positioned to allow ease of movement between living and dining areas. Living Room: A comfortable, naturally lit living room that serves as the social hub of the home - perfect for relaxing evenings and hosting guests. Dining Room: A separate dining area designed to accommodate family meals and gatherings, with direct flow from the kitchen for ease of use. Bathroom: Conveniently located on the ground floor to serve both family and guests, thoughtfully positioned for ease and accessibility. First Floor Master Bedroom: A well-proportioned principal bedroom, offering a peaceful retreat with space for wardrobes and additional furnishings. Two Further Bedrooms: Two additional bedrooms on the first floor - flexible in use and ideal for children, guests, or a home office. Outdoor &amp; Practical Features Garden: A private rear garden provides a lovely outdoor space for recreation, gardening or simply enjoying fresh air - a rare and valuable asset in this central location. Parking: Off-street parking space for up to three cars on the driveway, a highly practical feature in this sought-after area. Side Access: Useful side access enhances convenience and connectivity between front and rear outdoor spaces. Location &amp; Connectivity This home benefits from an enviable position in the centre of everything - offering the perfect combination of tranquillity and accessibility. Transport Links: At the end of the road is a railway line with regular services into London Waterloo, making daily commuting straightforward. Additional stations are within just 5â10 minutesâ walk, giving flexible options for travel across the capital and beyond. Local Amenities: A wide range of shops, cafes, restaurants and services are easily reachable on foot, with Kingstonâs vibrant town centre just minutes away. Whether itâs high-street retail or independent boutiques, everything you need is close by. Good Local Schools: The area is supported by a selection of well-regarded primary and secondary schools, adding to the appeal for families. Summary This three-bedroom end-of-terrace home offers a thoughtful layout, outdoor space, generous parking and an unbeatable location - all within easy reach of excellent transport links and local amenities. An ideal choice for those seeking comfortable, well-connected living in one of Kingston upon Thamesâ most desirable neighbourhoods. Viewing is highly recommended to fully appreciate the size and potential of this property. Buyer Process: Our customers use British Homebuyers to either purchase or assist in selling properties quickly and reliably. Therefore any new applicants to purchase are subject to vetting to ensure they meet strict criteria. Exclusivity Fee: You can secure the purchase by paying an exclusivity fee of Â£2,000. This grants the buyer exclusive rights to proceed with the purchase for the duration of the conveyancing process, during which time the seller agrees to remove the property from the market and not negotiate with other parties. The exclusivity fee is returned to the buyer upon successful completion of the purchase. A processing fee of Â£200 is required in order to draw up an exclusive legally binding contract between the buyer and seller. This agreement sets out the terms of exclusivity and seller commitment but does not constitute an exchange of contracts. This arrangement provides buyers with reassurance that the property is secured exclusively for them, reducing the risk of gazumping and unnecessary aborted costs. Disclaimer The particulars are set out as a general outline only for the guidance of intended purchasers and do not constitute, any part of a contract. Nothing in these particulars shall be deemed to be a statement that the property is in good structural condition or otherwise nor that any of the services, appliances, equipment or facilities are in good working order. Purchasers should satisfy themselves of this prior to purchasing. The photograph(s) depict only certain parts of the property. It should not be assumed that any contents/furniture etc. Photographed are included in the sale. It should not be assumed that the property remains as displayed in the photograph(s). No assumption should be made with regard to parts of the property that have not been photographed. Any areas, measurements, aspects or distances referred to are given as a guide only and are not precise. If such details are fundamental to a purchase, purchasers must rely on their own enquiries. Descriptions of the property are subjective and are used in good faith as an opinion and not as a statement of fact. Please make further inquiries to ensure that our descriptions are likely to match any expectations you may have. Kitchen (2.9m x 1.66m) Dining Room (3.08m x 1.76m) Living Room (4.1m x 3.85m) Master Bedroom (4.08m x 3.43m) Bedroom 2 (3.73m x 2.71m) Bedroom 3 (2.88m x 1.98m)</strong",freehold,,2026-02-26,KT1 3BJ,610000.0,580000.0,641000.0,https://www.zoopla.co.uk/property/uprn/100021764361/,-10000.0,1292,22 mins,1.57,4061,1 hour 8 mins,22.14
69361290,780000,4,2,"28 Ferguson Avenue, Surbiton KT5",51.398087,-0.29277,https://www.zoopla.co.uk/for-sale/details/69361290/,100021789092,4 bed semi-detached house for sale,"This spacious property is perfect for a growing family. There is a large kitchen, reception room, four bedrooms, two bathrooms and a mature landscaped garden. The house is well situated for commuters. Ferguson Avenue is just over half a mile away from the hustle and bustle of Surbiton high street, with the mainline train station and a vast selection of shops, bars and restaurants. Tenure: Freehold Council Tax Band: D Information contained within this listing is for guidance only and should be checked and confirmed (prior to proceeding).",freehold,1291 sqft,2025-02-05,KT5 8DS,792000.0,752000.0,832000.0,https://www.zoopla.co.uk/property/uprn/100021789092/,-12000.0,1215,20 mins,3.07,4439,1 hour 14 mins,24.22
69910742,1195000,3,3,"Summerhill, George Road, Kingston Upon Thames KT2",51.418998,-0.277021,https://www.zoopla.co.uk/for-sale/details/69910742/,100021760147,3 bed end terrace house for sale,"Positioned in a small gated development, a spacious and adaptable townhouse in the highly regarded Coombe Hill. Built in 1974, a spacious townhouse with impressively adaptable accommodation. Nestled in a charming, gated development with just two other homes and ideally situated on the edge of the Coombe private estate, offering easy access to public transport on Kingston Hill. Step inside through the front door into a welcoming reception hall. The ground floor comprises, family room which can equally be used as a bedroom, shower room, separate utility room and a garage. The shower room is ideally positioned for the bedroom/family room which has been extended into the rear of the garage creating a much larger room. This room opens onto the rear garden. The first floor is no less impressive. The sitting room enjoys a pleasant aspect and has direct access to the south west facing terrace which is perfect for al fresco entertaining. There is also a modern kitchen and separate dining room. On the second floor are three bedrooms. The master bedroom is notably large, benefits from a walk in dressing closet, there is an ensuite bathroom with the original 1970s style tiling. Bedrooms two and three are to the rear of the property and both have built in wardrobes. There is also a family bathroom. The rear garden which can be accessed via the utility room and reception room has been landscaped with a paved patio and raised beds filled with mature plants and shrubs. There is also a lovely summer house at the rear creating a peaceful retreat. George Road is an attractive, tree-lined road between Kingston and Wimbledon, both of which offer a varied range of shopping options, restaurants, and leisure facilities. The A3 offers access to Central London and the M25 connects to Heathrow. Norbiton Station is just over half a mile away, and the 57 bus runs nearby, connecting Coombe Lane West to Wimbledon and beyond. Perfect for connections, Wimbledon station provides mainline and underground links. Nearby, you'll find recreational highlights like Richmond Park, multiple golf courses, tennis and squash clubs, and leisure centres. The area is also home to a wide selection of excellent schools in both the state and private sectors and there are also international options",freehold,1864,2026-02-02,KT2 7NR,1120000.0,1010000.0,1240000.0,https://www.zoopla.co.uk/property/uprn/100021760147/,75000.0,561,9 mins,1.83,4194,1 hour 10 mins,23.06
70240310,1125000,4,2,"42 Thorpe Road, Kingston Upon Thames KT2",51.419165,-0.299721,https://www.zoopla.co.uk/for-sale/details/70240310/,100021768556,4 bed semi-detached house for sale,"This four bedroom, two bathroom property is set on the sought after Thorpe Road. Distinguishing itself from the competition, this refurbished semi is fully extended into the loft and to the rear and offers a landscaped easterly facing garden. Buyers with a keen eye will note the property breaks through the 1300 sq ft barrier and is larger than many other homes of this price and location. A lovely home set within the catchment for many of the area's sought after schools and providing easy access for both Kingston and Richmond town centres, Richmond Park, Ham Common and Canbury Gardens.",freehold,1302 sqft,2025-05-16,KT2 5EU,777000.0,738000.0,816000.0,https://www.zoopla.co.uk/property/uprn/100021768556/,348000.0,455,8 mins,1.18,4906,1 hour 22 mins,28.84
70568389,1500000,5,3,"34 Glamorgan Road, Hampton Wick KT1",51.41802,-0.31306,https://www.zoopla.co.uk/for-sale/details/70568389/,100022287920,5 bed semi-detached house for sale,"A substantial five bedroom semi-detached house with large garden and generous off street parking, located in residential road, near the river, Hampton Wick village and station. Offering versatile living space, the ground floor enjoys a 31ft reception/dining room which leads through to a conservatory overlooking the garden and there is also access to a 24ft kitchen/breakfast room. The garage has been converted into a music/games room and there is a guest cloakroom. Across the upper floors, there are five bedrooms and three bathrooms, one en-suite to the principal room. Externally, there is a fabulous garden extending to 82ft with mature trees and borders, a shed at the rear, and generous off street parking for three cars.",freehold,,2026-01-19,KT1 4HP,1500000.0,1430000.0,1580000.0,https://www.zoopla.co.uk/property/uprn/100022287920/,0.0,908,15 mins,2.64,4174,1 hour 10 mins,24.49
70779976,700000,3,2,"chpk2921915 East Lane, Kingston, Kingston Upon Thames KT1",51.406914,-0.307421,https://www.zoopla.co.uk/for-sale/details/70779976/,,3 bed terraced house for sale,"Located moments from Kingston town centre, this lovely 3-double bedroom family home offers 3 floors of bright and spacious living, a private terrace and gated parking bay whilst a stones throw from Central Kingston. East Lane is situated moments from the vast selection of shops, eateries and entertainment facilities found in Kingston town centre. There is also excellent transport links and the river Thames tow-path close-by. Please use the reference CHPK2921915 when contacting Foxtons.",freehold,1098,2025-07-15,KT1 2NN,,,,,,625,10 mins,2.11,4302,1 hour 12 mins,24.2
70957126,850000,4,2,"34 Somerset Road, Kingston Upon Thames KT1",51.407875,-0.2923,https://www.zoopla.co.uk/for-sale/details/70957126/,100021767350,4 bed semi-detached house for sale,"Nestled on the charming Somerset Road in Kingston Upon Thames, this exquisite Victorian semi-detached family home offers a perfect blend of classic elegance and modern convenience. With four bedrooms, this property is ideal for families seeking both comfort and style. As you enter, you are greeted by two inviting reception rooms, perfect for entertaining guests or enjoying quiet family evenings. The heart of the home is undoubtedly the stunning open plan kitchen and dining area, which provides a bright and airy space for culinary creations and family gatherings. The contemporary design seamlessly integrates with the period features, creating a warm and welcoming atmosphere. The property also boasts two well-appointed bathrooms, ensuring ample facilities for the entire family. A convenient downstairs WC and utility room add to the practicality of this delightful home. Outside, the property features an outbuilding, offering additional space that can be utilised for various purposes, whether as a home office, gym, or simply extra storage. With its ideal location in Kingston Upon Thames, you will enjoy easy access to local amenities, schools, and transport links, making it a perfect choice for families and professionals alike. Do not miss the opportunity to make this beautiful property your new home. Somerset Road is a popular residential street in a friendly neighbourhood with a lovely community feel ideally situated for Kingston town centre with its extensive range of shops, bars, restaurants and station offering a direct service into Waterloo. The A3 which serves both London and the M25 is a short distance away and the standard of schooling in the immediate area is excellent within both the private and public sectors. The property is moments away from Fairfield Park with its acres of open space",freehold,,2025-08-04,KT1 3EA,843000.0,801000.0,885000.0,https://www.zoopla.co.uk/property/uprn/100021767350/,7000.0,627,10 mins,0.76,4268,1 hour 11 mins,23.02
71161248,950000,5,3,"8 High Street, Hampton Wick, Kingston KT1",51.412928,-0.311031,https://www.zoopla.co.uk/for-sale/details/71161248/,100023057805,5 bed terraced house for sale,"Is this the best value 5 bedroom home in Hampton Wick Currently? With an unrivalled spec, space and location most would be envious of this will not stick around for long... - James (Co-Owner Devenports) This part of Hampton Wick has never been so popular with the demand for the area's homes at record levels, the only issue being very few properties have been to market recently that fit this profile. This large five-bedroom home is going to be turning some heads. With build quality that is second to none. Measuring nearly 1800 square foot, the property boasts extensive living space, five bedrooms, three bathrooms, and a sizable show piece kitchen. Still looking for more? Old Bakery Mews is a sought after and exclusive development in the heart of Hampton Wick. The development is within catchment of many of the area's most sought after schools and is so popular with buyers due to it's proximity to both the Train Station &amp; The River Thames.",freehold,,2025-08-28,KT1 4DB,,,,,,757,13 mins,1.94,3960,1 hour 6 mins,24.22
71300996,1200000,3,1,"Canbury Park Road, Kingston Upon Thames KT2",51.414125,-0.291221,https://www.zoopla.co.uk/for-sale/details/71300996/,100021756154,3 bed detached house for sale,"This handsome detached period property that combines timeless character with practical modern features. The house is approached via a smart driveway, providing off-street parking and access to the integral garage. The ground floor offers excellent living space, beginning with a bright bay-fronted reception room ideal for relaxing or entertaining. To the rear, a versatile dining room opens directly onto the garden through double doors, creating a seamless connection between indoor and outdoor living. A separate study, which can also be used as a guest bedroom, adds further flexibility, while the kitchen is conveniently positioned at the heart of the home. Upstairs, three well-proportioned double bedrooms provide comfortable accommodation, complemented by a family bathroom. Generous ceiling heights and large windows throughout ensure the house feels light and welcoming. The rear garden is a particular highlight of this property. With a blend of patio and lawn, the space offers an excellent setting for outdoor dining, childrenâs play, and summer entertaining. Mature planting and boundary walls provide privacy, creating a tranquil retreat in the heart of Kingston. The property also offers further extension possibilities to adapt the house further (STPP). Situation Canbury Park Road is a sought-after residential address within Kingston upon Thames, offering easy access to the River Thames, Canbury Gardens, and the vibrant town centre, which provides an excellent mix of shops, cafÃ©s, restaurants, and cultural venues. Kingston and Norbiton stations are both nearby, with fast and frequent rail services into London Waterloo, making this an ideal location for commuters. The property is also close to several well-regarded schools, both state and independent, which adds to its appeal for families. In addition, the wide open spaces of Richmond Park are within easy reach. Property Ref Number: Ham-6052",freehold,1358,2025-09-12,KT2 6LG,1210000.0,1150000.0,1270000.0,https://www.zoopla.co.uk/property/uprn/100021756154/,-10000.0,426,7 mins,0.52,3968,1 hour 6 mins,22.65
