property_id,listing_price,beds,baths,address,latitude,longitude,detail_url,uprn,property_name,description,tenure,floor_size,listing_update_date,postcode,estimate_price,estimate_low,estimate_high,estimate_url,price_delta,school_commute_seconds,school_commute_text,school_distance_km,office_commute_seconds,office_commute_text,office_distance_km
71317912,850000,3,1,"16 New Road, Kingston Upon Thames KT2",51.419265,-0.287568,https://www.zoopla.co.uk/for-sale/details/71317912/,100021764828,3 bed detached house for sale,"An excellent three-bedroom detached house with a driveway leading to an integral garage and a private courtyard garden. The property is in need of refurbishing and would benefit from extending subject to usual consents. Located on a quiet road within the highly desirable North Kingston area with Richmond Park moments away. Norbiton station, Kingston town center and the Thames are all within walking distance. The many benefits include a large living room with ample sitting and dining space and sliding doors opening onto the garden. There is a good size separate kitchen and a welcoming entrance hall including a ground floor wc. On the first floor there is a large master bedroom with fitted wardrobes, plus good size second and third bedrooms. A modern white shower room. Gas central heating and double glazing. There is a private courtyard garden to the rear, driveway parking and an integral garage to the front. Council tax band E. Sold with no onward chain.",freehold,893 sqft,2025-09-15,KT2 6AP,902000.0,857000.0,947000.0,https://www.zoopla.co.uk/property/uprn/100021764828/,-52000.0,886,15 mins,1.85,4191,1 hour 10 mins,22.96
71402086,850000,3,2,"14 Windmill Rise, Kingston Upon Thames KT2",51.421374,-0.281012,https://www.zoopla.co.uk/for-sale/details/71402086/,100021770120,3 bed detached house for sale,"An attractive, modern three bedroom detached family home situated in a quiet and sought after location, backing directly onto Richmond Park while remaining close to local amenities. The property is in immaculate condition and has been well maintained by the current owner but offers potential for further improvement and modernisation, with the opportunity, subject to the necessary permissions, to extend into the loft and to the rear. Windmill Rise is a peaceful cul-de-sac off the highly sought after Crescent Road in Kingston, offering a rare opportunity to live directly adjacent to the iconic Richmond Park, with the park gates just over 500 yards away. Just half a mile from Norbiton Station and less than a mile from Kingston town centre, the location perfectly combines tranquillity with convenience. This is an ideal home for those seeking a leafy setting while enjoying easy access to the vibrant amenities and lifestyle Kingston has to offer. Tenure: Freehold Council Tax Band: F Information contained within this listing is for guidance only and should be checked and confirmed (prior to proceeding).",freehold,1184 sqft,2025-09-24,KT2 7TU,1010000.0,957000.0,1060000.0,https://www.zoopla.co.uk/property/uprn/100021770120/,-160000.0,916,15 mins,2.21,4357,1 hour 13 mins,23.2
71476622,645000,3,1,"March House, 1A Fairfield Place, Kingston Upon Thames KT1",51.405747,-0.297845,https://www.zoopla.co.uk/for-sale/details/71476622/,100021759436,3 bed detached house for sale,"A beautifully presented and rarely available double fronted Victorian detached house, offering three bedrooms, two reception rooms, and a spacious kitchen/breakfast room. Offered with no onward chain, the house is ready to move straight into, while also providing an excellent opportunity for the new owners to update and style to their own taste. Fairfield Place is a quiet street just off Mill Street in Kingston, ideally positioned less than half a mile from Kingston town centre, with Fairfield Recreational Park located at the end of the road. Tenure: Freehold Council Tax Band: E Information contained within this listing is for guidance only and should be checked and confirmed (prior to proceeding).",freehold,1119 sqft,2025-10-03,KT1 2RH,799000.0,719000.0,879000.0,https://www.zoopla.co.uk/property/uprn/100021759436/,-154000.0,736,12 mins,0.88,4401,1 hour 13 mins,24.31
71481869,1020000,4,2,"Hardman Road, Kingston Upon Thames KT2",51.411696,-0.296918,https://www.zoopla.co.uk/for-sale/details/71481869/,100021760916,4 bed semi-detached house for sale,"This traditional bay fronted period home provides an escape from the hustle and bustle of the town centre and has surprisingly bright and spacious accommodation across three floors. (The loft was converted in 2011). A prominent feature of this welcoming home is the lovely, stripped wood floorboards. The ground floor (g/f) accommodation comprises a good size entrance hall with under-stairs cupboards and with doors leading to all g/f rooms consisting of a front and rear reception room and a galley kitchen. A front reception room, set up as the dining room, has a distinctive blue tiled fireplace including timber surround and mantle. The sitting room, situated to the rear, has a bright southerly aspect, and enjoys leafy garden views. Adjacent to this a galley style kitchen with rear aspect window overlooking the garden and is fitted with traditional wood fronted units and worktops with inset Belfast sink and under counter space for all usual appliances. Upstairs, the landing opens to all first-floor rooms with a staircase rising to the second (top) floor. There are three bedrooms on the first floor; two generous doubles and a good size single currently used as a home office / study. The front aspect bedroom is currently used as a second sitting room; replicating both size and a similar tiled fireplace and surround to the reception room below. The bathroom on this floor has a white suite and features the original classic roll top cast-iron bath complete with ball and claw feet. The second floor, with its high ceiling, consists of a principal bedroom opening to a modern ensuite shower room. The bedroom area enjoys lovely, elevated leafy and peaceful views across the garden and yonder, with superb greenery that is very unusual for a town centre. There is recessed storage, in addition to eaves storage space. Outside, the mature, calming and peaceful garden, which is a sea of green and colour in the summer, is incredibly private for such a central location. A true oasis in urban surroundings, with established plants, shrubs and several trees including two apple trees. There is a small outside store that forms part of the rear of the property. The property provides scope to extend at ground floor level. Given its unusual privacy, if additional space is needed, the property has the potential to be part-extended on the first floor level too, STPP. Location: Set in a prime Kingston town centre location with superb bus links and Kingston station 0.2 miles away, the property is close to some of the best shopping facilities in the country and features Fenwick, various high-end shops, as well as branded and independent retailers in and around The Bentall Centre. Kingston, which is steeped in history, has a beautiful riverside setting with quality cafes and restaurants and is within very close proximity to Bushy Park. Tiffin School is located metres away from the property and Kingston Grammar is round the corner. A short bus ride or walk will get you to Tiffin Girlsâ School and various primary schools on the way. Fairfield Recreation Ground is close by. Kingston university and Kingston college are easily reachable, as is Kingston hospital. There are many popular entertainment destinations including The Rose Theatre, and the Rotunda. Please note, regarding the floor plan: Every attempt is made to assure accuracy, however measurements are approximate and for illustrative purposes only. Not to scale",freehold,,2025-10-03,KT2 6RH,997000.0,947000.0,1050000.0,https://www.zoopla.co.uk/property/uprn/100021760916/,23000.0,74,1 min,0.08,3824,1 hour 4 mins,23.64
71510810,775000,3,1,5 Surbiton KT5,51.398895,-0.290045,https://www.zoopla.co.uk/for-sale/details/71510810/,100021790604,3 bed semi-detached house for sale,Seymours of Surbiton are delighted to offer to the market this semi-detached house located in a quiet cul-de-sac within easy access of Surbiton and the mainline station. The property offers well-balanced accommodation and further benefits from a secluded garden and off-street parking.,freehold,,2025-10-08,KT5 8DR,775000.0,736000.0,813000.0,https://www.zoopla.co.uk/property/uprn/100021790604/,0.0,1423,24 mins,3.3,4493,1 hour 15 mins,22.68
71550629,1050000,4,2,"4 Osborne Road, Kingston Upon Thames KT2",51.418979,-0.301096,https://www.zoopla.co.uk/for-sale/details/71550629/,128014005,4 bed semi-detached house for sale,"This delightful semi-detached house offers a perfect blend of comfort and convenience, boasting impressive accommodation approaching 1400 sqft over three well-designed floors. The ground floor provides a large front living room of 17.5 x 15.9ft, complete with bay window. This room leads through to the spacious open plan kitchen / dining room providing ample space for relaxing or entertaining guests. Upstairs the property features four well appointed bedrooms (including three double bedrooms) and two bathrooms. The top floor of the house is occupied by the splendid master suite complete with Juliette balcony and en-suite bathroom, plus a study area. The 36ft southerly aspect rear garden is a true highlight, offering a sun-drenched outdoor space perfect for summer barbecues or enjoying family time. Situated on a secondary river road, this home enjoys an excellent location, just a stone's throw from the picturesque River Thames. Residents will appreciate the proximity to Kingston town centre, which boasts a variety of shops, restaurants, and leisure facilities. Additionally, the nearby train station provides easy access to central London, making this property ideal for commuters. This charming home on Osborne Road is a wonderful opportunity for those seeking a spacious and well-located residence in one of Kingston's most desirable areas. Don't miss the chance to make it your own. Located in this premier North Kingston secondary river road just moments from Canbury Gardens and the River Thames, Osborne Road is an extremely sought after address. The property is ideally situated for Kingston station giving direct access into Waterloo, and Kingston town centre with its array of shops and restaurants is also a short distance away, as is Richmond Park. The standard of schooling in the immediate area is excellent within both the private &amp; state sectors to include Fern Hill, Latchmere, Kingston Academy, Grey Court, The German School and Tiffin Boys &amp; Girls",freehold,1381,2025-10-13,KT2 5HB,1060000.0,1010000.0,1110000.0,https://www.zoopla.co.uk/property/uprn/128014005/,-10000.0,406,7 mins,1.12,4812,1 hour 20 mins,28.73
71559546,1150000,4,1,"67 Dickerage Road, Kingston Upon Thames KT1",51.409385,-0.273524,https://www.zoopla.co.uk/for-sale/details/71559546/,100021758221,4 bed semi-detached house for sale,"This spacious semi-detached family home offers a delightful blend of comfort and potential, boasting over 1700sqft of accommodation over two floors plus outbuilding. With well-proportioned bedrooms and a thoughtfully designed ground floor footprint, this property is perfect for families seeking both space and functionality. The open plan design on the ground floor enhances the flow of the home, creating a warm and welcoming atmosphere. The generous layout allows for a variety of living arrangements, making it easy to adapt the space to suit your family's needs. The ground floor consists of; a welcoming entrance hall, large double reception room measuring an impressive 22.8ft, office / bedroom, WC, conservatory and kitchen. The first floor provides three double bedrooms and a family bathroom. The property boasts excellent off-street parking for two vehicles, ensuring convenience for you and your guests. The 52ft x 32ft rear garden is a true highlight, featuring an enormous outbuilding, offering endless possibilities for use as a workshop, studio, home office or additional storage. For those with an eye for expansion, this home presents a fantastic opportunity. There is significant scope to extend further into the loft and/or on the ground floor, subject to necessary planning consent. This potential allows you to tailor the property to your specific requirements, making it a truly unique family residence. In summary, this semi-detached house on Dickerage Road is a rare find. With its spacious interiors, excellent outdoor space, and potential for expansion, it is an opportunity not to be missed. Contact Gibson Lane now to arrange your viewing. Dickerage Road is a popular residential street conveniently located between Kingston town centre and Coombe. Richmond Park with its many acres of open space and the River Thames are close by, the property is easily accessible to Norbiton Village with its select range of local shops and moments from Norbiton station offering a direct service into Waterloo. The A3 which serves both London and the M25 is easily accessible by car; the standard of schooling in the immediate area is excellent within both the private and state sectors",freehold,1702,2025-10-14,KT1 3SR,1180000.0,1120000.0,1240000.0,https://www.zoopla.co.uk/property/uprn/100021758221/,-30000.0,762,13 mins,2.78,4568,1 hour 16 mins,21.61
71631423,995000,3,1,"58 Beechcroft Avenue, New Malden KT3",51.410117,-0.273139,https://www.zoopla.co.uk/for-sale/details/71631423/,100021772809,3 bed semi-detached house for sale,"This semi-detached, spacious, four bedroom family home is in the prime Coombe-side location. On the ground floor there is a double reception room with bay windows to the front and rear. From the spacious, separate kitchen/dining room there is a door leading directly into the West facing Garden. Off the kitchen, there is a utility area, which has a W.C. And access to the internal garage, currently used for storage but which could be converted to living space (stpp). Also on the ground floor, there is a good-sized double bedroom which could also be used as a study and a separate reception or play room. On the first floor there is a family bathroom, plus a separate W.C. The master bedroom has a full range of fitted wardrobes and a bay window overlooking the front of the house and there are two further double bedrooms, also with plenty of storage space. The property benefits from lapsed granted planning permission for a first-floor side extension, a single storey rear extension and rear dormer roof extension; making it a perfect property to add significant value if required, but the house already has a good footprint. Beechcroft Avenue is a quiet residential, tree-lined avenue in the heart of New Malden; within a mile of New Malden Rail station with fast links into Waterloo. This house is perfectly situated within the catchment of several good schools and close to multiple playgrounds, Kingston hospital and Coombe Hill Golf club. The property is also within easy reach to the A3 and local bus routes providing access to Kingston and Richmond. New Malden High Street is eclectic, with a variety of local shops, cafes and restaurants. Richmond Park and Wimbledon Common are also close by, offering leisure activities such as cycling and running; and nearby Golf Clubs. EPC D. Council Tax Band F what3words /// sands.back.abode Notice Please note we have not tested any apparatus, fixtures, fittings, or services. Interested parties must undertake their own investigation into the working order of these items. All measurements are approximate and photographs provided for guidance only",freehold,,2025-10-23,KT3 3EE,992000.0,942000.0,1040000.0,https://www.zoopla.co.uk/property/uprn/100021772809/,3000.0,836,14 mins,2.87,4644,1 hour 17 mins,21.7
71634219,975000,3,2,"3 Brough Close, Richmond Road, Kingston Upon Thames KT2",51.417491,-0.284302,https://www.zoopla.co.uk/for-sale/details/71634219/,100021755069,3 bed link detached house for sale,"No chain. Located in a quiet cul-de-sac within the Royal Park Gate development, close to Ham Common, Richmond Park, and the river, this three bedroom, two bathroom link detached home offers spacious modern living. Conveniently situated for outstanding primary and secondary schools, it features a bright sitting room, kitchen with breakfast bar, dining area, conservatory, and cloakroom/WC. Upstairs are two double bedrooms (one en suite), a further single, and a family bathroom. Benefits include underfloor heating, garage, off street parking, rear garden with heated garden room, and planning permission for rear, loft, and partial garage conversion.",freehold,1087 sqft,2025-10-23,KT2 5DB,986000.0,936000.0,1040000.0,https://www.zoopla.co.uk/property/uprn/100021755069/,-11000.0,605,10 mins,1.52,3912,1 hour 5 mins,22.63
71648402,900000,4,1,"45 Minniedale, Surbiton KT5",51.397349,-0.293958,https://www.zoopla.co.uk/for-sale/details/71648402/,100021794414,4 bed semi-detached house for sale,"This wonderful semi-detached family home has been extended and refurbished to a high standard throughout. Accommodation includes four bedrooms, a spacious family bathroom, two separate toilets and off-street parking to the front. With both Surbiton and Berrylands train stations, the River Thames and Kingston town centre all within a mile, Minniedale is situated in a fantastic location on a quiet residential road. Tenure: Freehold Council Tax Band: E Information contained within this listing is for guidance only and should be checked and confirmed (prior to proceeding).",freehold,1356 sqft,2025-10-24,KT5 8DH,889000.0,845000.0,934000.0,https://www.zoopla.co.uk/property/uprn/100021794414/,11000.0,1103,18 mins,2.95,4327,1 hour 12 mins,24.09
71816696,1125000,4,2,"Canbury Park Road, Kingston Upon Thames KT2",51.413604,-0.294958,https://www.zoopla.co.uk/for-sale/details/71816696/,100021756049,4 bed semi-detached house for sale,"Situated on the charming Canbury Park Road in Kingston Upon Thames, this exquisite Victorian semi-detached family home offers a perfect blend of classic elegance and modern living. With four bedrooms and two well-appointed bathrooms, this property is ideal for families seeking comfort and style. Upon entering, you are greeted by a delightful double reception room that exudes warmth and character, providing an inviting space for both relaxation and entertaining. The modern open-plan kitchen diner is a standout feature, designed to cater to the needs of contemporary family life while maintaining the home's original charm. A convenient downstairs WC adds to the practicality of the layout. The highlight of this residence is undoubtedly the stunning primary suite located in the loft, offering a private retreat with ample space and natural light. This unique feature not only enhances the living experience but also provides a sense of seclusion away from the bustling family areas. Situated close to excellent transport links, this property ensures easy access to local amenities and the vibrant community of Kingston Upon Thames. Whether you are commuting to work or enjoying a leisurely day out, the location is both convenient and desirable. This Victorian gem is a rare find, combining period features with modern comforts, making it a perfect family home in a sought-after area. Do not miss the opportunity to make this splendid property your own",freehold,1594,2025-11-15,KT2 6LQ,1200000.0,1140000.0,1260000.0,https://www.zoopla.co.uk/property/uprn/100021756049/,-75000.0,213,4 mins,0.26,3890,1 hour 5 mins,23.72
71821933,825000,3,2,"Hollybush Road, Kingston Upon Thames KT2",51.425947,-0.297187,https://www.zoopla.co.uk/for-sale/details/71821933/,100021761289,3 bed terraced house for sale,"A beautifully presented three-bedroom Tudor-style mid-terraced house on one of North Kingstonâs most sought-after roads within the popular Tudor Development, close to outstanding local schools and the open spaces of Ham Common and Richmond Park. The property has been lovingly upgraded and improved by the present owners over their ownership, blending character details with practical contemporary finishes. The spacious double-aspect reception room (19â1 x 11â4) retains its original bay window and feature fireplace, creating a bright and inviting living space with room for formal dining. To the rear, a stylish extended kitchen/dining room (18â5 x 9â8) offers extensive work surfaces, fitted cabinetry, and French doors opening directly onto the garden. Upstairs there are two generous double bedrooms, both with built-in wardrobes, and a third bedroom/home office, alongside a modern family bathroom with white suite and contrasting tiling. Externally, the delightful rear garden extends to around 90 ft, landscaped with a patio, lawn, and established planting. At the far end is a detached garage (18â4 x 9â5), offering excellent flexibility for remote work or hobbies. The front garden provides attractive kerb appeal with lawn, flower borders, and a pathway to the entrance. Further benefits include gas central heating, double glazing, a modern boiler, and tasteful dÃ©cor throughout. EPC Rating: C Location Hollybush Road forms part of Kingstonâs popular Tudor Development, known for its distinctive black-and-white faÃ§ades and family-friendly atmosphere. The property is ideally placed for access to excellent schools-including Fern Hill Primary, Grey Court, Tiffin Girls, and The Kingston Academy-and is within walking distance of Ham Common, Ham Riverside Lands, and the Thames towpath for scenic walks and cycling routes. Local shops and cafÃ©s can be found at Ham Parade, while nearby Kingston and Richmond Town Centres provide extensive shopping, dining, and rail links into London Waterloo. Regular 65 and 371 bus services connect directly to both towns. Disclaimer These particulars are a general guide and do not form part of any offer or contract. Descriptions, dimensions and details are believed accurate but not guaranteed. Buyers must verify all information by inspection or enquiry. Services, systems and appliances have not been tested and no warranty is given. Lease terms, service charges, and ground rents should be confirmed by solicitors before exchange. We aim to comply with the Consumer Protection from Unfair Trading Regulations 2008 and ntselat guidance on Material Information. Please ask us if you have any questions about information provided",freehold,1105,2025-11-17,KT2 5SE,845000.0,802000.0,887000.0,https://www.zoopla.co.uk/property/uprn/100021761289/,-20000.0,973,16 mins,2.26,5235,1 hour 27 mins,28.62
71834134,1375000,5,2,"41 St. Albans Road, Kingston Upon Thames KT2",51.422683,-0.299433,https://www.zoopla.co.uk/for-sale/details/71834134/,100021767768,5 bed detached house for sale,"This charming Victorian detached house, offers a splendid blend of period character and modern living with many original features. The property boats five spacious bedrooms and two bathrooms, perfect for families seeking both comfort and style. Upon entering, you are greeted by a generous 28' kitchen /breakfast room with modern appliances and underfloor heating, providing ample space for relaxation and entertaining. There is also a stunning rear reception room with beautiful fireplace, floor to ceiling patio doors leading directly onto an immaculately landscaped rear garden. There is also the added bonus of a downstairs WC. Additionally, planning permission has been granted for a vast ground floor extension, presenting an exciting opportunity for those looking to expand their living space and tailor the home to their specific needs. This potential for growth makes this property not only a wonderful family home but also a smart investment for the future. In summary, this detached house on St. Albans Road is a rare find, combining historical charm with modern conveniences and the scope for further development. The interior features a high specification, ensuring that the home is both functional and aesthetically pleasing. Natural light floods through the large windows, enhancing the warm and welcoming atmosphere throughout. It is a perfect choice for families looking to live on a quiet residential road, close to outstanding, a vibrant community with excellent amenities and transport links. Located in this premier North Kingston road within close proximity of Richmond Park &amp; moments from Canbury Gardens &amp; the River Thames, St Albans Road is an extremely sought after address. Kingston town centre with its array of shops, bars, restaurants &amp; station is within three quarters of a mile distance. The A3, which serves both London &amp; the M25 is easily accessible by car. The standard of schooling in the immediate area is excellent within both the private &amp; state sectors, these include Latchmere, Fernhill, the German School, Grey Court, Kingston Academy, Tiffin boys &amp; girls. The area has an extensive range of leisure facilities and public health clubs",freehold,1673,2025-11-18,KT2 5HH,1380000.0,1310000.0,1450000.0,https://www.zoopla.co.uk/property/uprn/100021767768/,-5000.0,607,10 mins,1.64,4982,1 hour 23 mins,28.64
71861183,1200000,4,3,"81 Clifton Road, Kingston Upon Thames KT2",51.416443,-0.290786,https://www.zoopla.co.uk/for-sale/details/71861183/,100023059041,4 bed detached house for sale,"The ground floor features a spacious kitchen/diner with large windows that flood the room with natural light. To the rear, the impressive lounge serves as the heart of the home, featuring ample space and direct access to the garden via bi folding doors, ideal for relaxing and entertaining. A practical utility room and guest W.C add to the convenience of this space. On the first floor, there are three well-appointed bedrooms, including a generous principle bedroom with its own en suite shower room. A stylish family shower room serves the remaining bedrooms, providing comfort and flexibility for modern family living. The top floor is dedicated to an additional double bedroom and bathroom, making this a great guest bedroom or kids room for a growing family. The property also benefits from a cellar, ideal for storage and off street parking at the front of the house. Situation Clifton Road enjoys a peaceful residential setting moments from the River Thames and Richmond Park. The area is highly sought after for its strong community feel and proximity to excellent local schools, including Latchmere, Fern Hill, The Kingston Academy, and Tiffin School. The bustling Kingston town centre offers an extensive selection of shops, cafÃ©s, and restaurants and picturesque riverside dining. Kingston Station provides fast and frequent services to London Waterloo, making this an ideal location for families and commuters alike. Property Ref Number: Ham-6143",freehold,1914,2025-11-21,KT2 6PL,1190000.0,1130000.0,1250000.0,https://www.zoopla.co.uk/property/uprn/100023059041/,10000.0,737,12 mins,0.9,4066,1 hour 8 mins,22.77
71873458,999950,4,2,58 Kingston Upon Thames KT1,51.401294,-0.296102,https://www.zoopla.co.uk/for-sale/details/71873458/,100021763748,4 bed semi-detached house for sale,Seymours of Surbiton are delighted to offer to the market this spacious family home located conveniently for Surbiton and Kingston town centres. The property offers excellent accommodation and further benefits include a secluded rear garden and ample off-street parking.,freehold,,2025-11-24,KT1 2TN,1040000.0,992000.0,1100000.0,https://www.zoopla.co.uk/property/uprn/100021763748/,-40050.0,1028,17 mins,2.44,4380,1 hour 13 mins,22.52
71900060,1275000,4,2,"92 Shortlands Road, Kingston Upon Thames KT2",51.418748,-0.290056,https://www.zoopla.co.uk/for-sale/details/71900060/,100021767285,4 bed detached house for sale,"This charming period home on offers an impressive 1,836 sq. Ft. Of beautifully arranged accommodation across three floors, combining generous proportions with elegant character features and modern-day practicality. The ground floor opens with a welcoming entrance hall leading into an attractive bay-fronted dining room, which flows seamlessly into a well-appointed kitchen with ample workspace and storage. To the rear of the property, a superb family room forms the social heart of the home. Full-width bi-folding doors open directly onto the garden, creating a wonderful indoorâoutdoor connection and an exceptional entertaining space ideal for gatherings, summer dining or simply relaxing. The garden itself provides a private and inviting setting with plenty of room for outdoor seating and play. A practical utility area and further storage complete the ground floor. The first floor offers three well-proportioned bedrooms that lend themselves perfectly to children, guests or home working, all served by a modern family bathroom. The top floor has an additional double bedroom and shower room, accompanied by a separate study and useful eaves storage. This delightful home provides superbly flexible accommodation in a highly sought-after location. Situation Shortlands Road enjoys a peaceful residential setting moments from the River Thames and Richmond Park. The area is highly sought after for its strong community feel and proximity to excellent local schools, including Latchmere, Fern Hill, The Kingston Academy, and Tiffin School. The bustling Kingston town centre offers an extensive selection of shops, cafÃ©s, and restaurants and picturesque riverside dining. Kingston Station provides fast and frequent services to London Waterloo, making this an ideal location for families and commuters alike. Property Ref Number: Ham-6197",freehold,1836,2025-11-27,KT2 6HE,1260000.0,1200000.0,1320000.0,https://www.zoopla.co.uk/property/uprn/100021767285/,15000.0,875,15 mins,1.08,4283,1 hour 11 mins,23.05
71925627,950000,5,2,"Canbury Park Road, Kingston Upon Thames KT2",51.413907,-0.292447,https://www.zoopla.co.uk/for-sale/details/71925627/,100021756128,5 bed semi-detached house for sale,"This stunning five-bedroom semi-detached Victorian home offers an exceptional blend of period charm and contemporary living, perfectly suited for modern family life. Set across three spacious floors, the property is rich in original character and set on the popular Canbury Park Road in North Kingston moments from Kingston Station and town centre. As you enter, you are welcomed by a generously proportioned double reception room with a large bay window. This versatile area is ideal for both relaxed family evenings and entertaining. To the rear, the kitchen offers a seamless connection to the garden through French doors, creating a bright and sociable hub of the home. The kitchen itself is thoughtfully designed with quality fittings, ample storage, and breakfast bar. Upstairs, the first floor property boasts three bedrooms and a stylish family bathroom with large shower-bath. The top floor provides a further two bedrooms and additional shower room. Outside, the rear garden is a peaceful sanctuary, ideal for summer dining, children's play, or simply unwinding. The large terraced area offers a variety of uses throughout the seasons. Nestled on the desirable Canbury Park Road, this property enjoys an enviable position just a five-minute walk (0.3 miles) from Kingstonâs Zone 6 railway station, offering up to seven trains per hour to central London. For added flexibility, Norbitonâs Zone 5 station is also within easy reach, just a 12 minute walk (0.6 miles) in the opposite direction. Kingston town centre is moments away, boasting an eclectic mix of independent shops, cafÃ©s, and restaurants alongside popular outdoor spaces, perfect for both everyday convenience and weekend leisure. Nature lovers and outdoor enthusiasts will appreciate the proximity to Richmond Park, with access via the nearby Kingston Gate, offering open green spaces, woodland walks, and stunning views across London. Canbury Gardens, located just along the River Thames, provides a scenic setting for riverside strolls. Families will also benefit from the property's location within the catchment area for several highly regarded local schools, adding further to its appeal. Tenure | Freehold EPC | Band D Council Tax | Band",freehold,,2025-05-12,KT2 6LH,945000.0,898000.0,992000.0,https://www.zoopla.co.uk/property/uprn/100021756128/,5000.0,354,6 mins,0.43,4031,1 hour 7 mins,23.89
71948387,1250000,3,1,"27 Knights Park, Kingston Upon Thames KT1",51.406371,-0.300365,https://www.zoopla.co.uk/for-sale/details/71948387/,100021763294,3 bed detached house for sale,"A substantial and beautifully presented three-bedroom, detached Victorian house, ideally located in a highly sought-after central Kingston setting. Situated on a quiet residential road, this charming home offers generous living space, elegant character features and a tranquil and comfortable atmosphere. The property is offered in good decorative order, boasting well-proportioned rooms and a versatile layout perfect for both family living and entertaining. Accommodation includes three spacious bedrooms, and inviting reception areas filled with natural light. One of the standout features of this impressive home is the spectacular rear garden, extending to approximately 140 feet-a rare find in such a central location. Beautifully maintained, and exceptionally tranquil, it provides an outdoor haven for relaxation, play, and hosting. Close to the town, all amenities and transport links, this property also benefits from ample off-street parking for three cars, adding convenience and practicality to this already superb property. Full planning permission for a large ground floor extension has been granted, which would further expand and modernise the existing space. Offered with no onward chain. EPC Rating | D Council Tax Band | G",freehold,1548 sqft,2025-12-04,KT1 2QH,1270000.0,1210000.0,1340000.0,https://www.zoopla.co.uk/property/uprn/100021763294/,-20000.0,747,12 mins,0.88,4172,1 hour 10 mins,24.01
72012204,1050000,6,2,"Fairfield South, Kingston Upon Thames KT1",51.407619,-0.299853,https://www.zoopla.co.uk/for-sale/details/72012204/,100021759461,6 bed semi-detached house for sale,"A substantial and well-arranged six-bedroom property set up for shared living and offering an excellent opportunity as a perfect HMO investment, situated on Fairfield South in Kingston upon Thames. The property provides six generously sized bedrooms, each benefitting from its own wash-hand basin, a highly practical feature that enhances convenience for occupants and reduces demand on shared facilities. Communal accommodation includes two bathrooms and an additional separate WC, alongside a well-sized kitchen designed to serve multiple residents and a separate living room offering valuable shared social space. Externally, the property benefits from access to a private garden, providing outdoor space rarely found in other HMO properties. Located within close proximity to Kingston town centre, local amenities and transport links, this property is ideally suited to student or professional tenants and represents a strong, ready-made HMO with excellent long-term appeal. Kingston University is only a 3 minute walk away which makes the property exceptionally desirable. EPC Rating: D Location Fairfield South is a popular and central location within Kingston upon Thames, well regarded for its excellent access to local amenities, transport links and key destinations. Kingston town centre is within easy reach, offering a wide selection of shops, cafÃ©s, restaurants and leisure facilities, including major retail outlets and the riverside area along the Thames. Kingston Station provides frequent rail services into central London, while numerous bus routes serve the surrounding area, making it ideal for commuters, students and professionals alike. The property is also conveniently positioned 3 minutes away from Kingston University, local parks and recreational spaces, as well as everyday essentials such as supermarkets and healthcare services, contributing to the areaâs strong and consistent rental demand. Floor Two Bedroom (3.91m x 4.19m) Floor Two Bedroom (3.93m x 3.95m) Floor Two WC (1.94m x 0.95m) Floor One Bedroom (3.93m x 4.25m) Floor One Bedroom (3.71m x 3.71m) Floor One Bathroom (1.22m x 3.36m) Ground Floor Bedroom (3.93m x 5.45m) Ground Floor Bedroom (3.91m x 4.91m) Living Room (3.35m x 5.37m) Kicthen (3.50m x 4.83m) Lower Ground Bathroom (1.19m x 1.92m) Parking - Off Street</strong",freehold,1776,2025-12-16,KT1 2UH,1330000.0,1200000.0,1470000.0,https://www.zoopla.co.uk/property/uprn/100021759461/,-280000.0,610,10 mins,0.72,4075,1 hour 8 mins,23.9
72044373,1245000,5,3,"31 Lingfield Avenue, Kingston Upon Thames KT1",51.401225,-0.297383,https://www.zoopla.co.uk/for-sale/details/72044373/,100021763717,5 bed detached house for sale,"This sizable house ticks boxes in all areas! Renovated to a high standard it offers an unrivalled mix of size and build quality. This is a 'proper family home' with four doubles and one single bedroom, three bathrooms, a ground floor and top floor cloakroom/wc and a family sized garden with outbuildings. Presented in excellent order, buyers will be able to take advantage of a sizeable showpiece kitchen extension and extremely well-proportioned living space. The house continues to impress with the added bonus of off-road parking for three cars with electric vehicle charger and an integral garage.",freehold,,2025-12-22,KT1 2TL,1250000.0,1180000.0,1310000.0,https://www.zoopla.co.uk/property/uprn/100021763717/,-5000.0,961,16 mins,2.35,4602,1 hour 17 mins,24.35
